,開催回,抽選日,抽選数字,year,month,day,weekday,hundred,ten,one
2704,第2705回,2009-10-14,767,2009,10,14,2,7,6,7
2705,第2706回,2009-10-15,951,2009,10,15,3,9,5,1
2706,第2707回,2009-10-16,153,2009,10,16,4,1,5,3
2707,第2708回,2009-10-19,113,2009,10,19,0,1,1,3
2708,第2709回,2009-10-20,493,2009,10,20,1,4,9,3
2709,第2710回,2009-10-21,295,2009,10,21,2,2,9,5
2710,第2711回,2009-10-22,132,2009,10,22,3,1,3,2
2711,第2712回,2009-10-23,659,2009,10,23,4,6,5,9
2712,第2713回,2009-10-26,572,2009,10,26,0,5,7,2
2713,第2714回,2009-10-27,911,2009,10,27,1,9,1,1
2714,第2715回,2009-10-28,709,2009,10,28,2,7,0,9
2715,第2716回,2009-10-29,837,2009,10,29,3,8,3,7
2716,第2717回,2009-10-30,803,2009,10,30,4,8,0,3
2717,第2718回,2009-11-02,024,2009,11,2,0,0,2,4
2718,第2719回,2009-11-03,505,2009,11,3,1,5,0,5
2719,第2720回,2009-11-04,747,2009,11,4,2,7,4,7
2720,第2721回,2009-11-05,414,2009,11,5,3,4,1,4
2721,第2722回,2009-11-06,578,2009,11,6,4,5,7,8
2722,第2723回,2009-11-09,611,2009,11,9,0,6,1,1
2723,第2724回,2009-11-10,309,2009,11,10,1,3,0,9
2724,第2725回,2009-11-11,286,2009,11,11,2,2,8,6
2725,第2726回,2009-11-12,977,2009,11,12,3,9,7,7
2726,第2727回,2009-11-13,864,2009,11,13,4,8,6,4
2727,第2728回,2009-11-16,141,2009,11,16,0,1,4,1
2728,第2729回,2009-11-17,790,2009,11,17,1,7,9,0
2729,第2730回,2009-11-18,184,2009,11,18,2,1,8,4
2730,第2731回,2009-11-19,204,2009,11,19,3,2,0,4
2731,第2732回,2009-11-20,967,2009,11,20,4,9,6,7
2732,第2733回,2009-11-23,887,2009,11,23,0,8,8,7
2733,第2734回,2009-11-24,702,2009,11,24,1,7,0,2
2734,第2735回,2009-11-25,660,2009,11,25,2,6,6,0
2735,第2736回,2009-11-26,973,2009,11,26,3,9,7,3
2736,第2737回,2009-11-27,342,2009,11,27,4,3,4,2
2737,第2738回,2009-11-30,676,2009,11,30,0,6,7,6
2738,第2739回,2009-12-01,502,2009,12,1,1,5,0,2
2739,第2740回,2009-12-02,875,2009,12,2,2,8,7,5
2740,第2741回,2009-12-03,640,2009,12,3,3,6,4,0
2741,第2742回,2009-12-04,606,2009,12,4,4,6,0,6
2742,第2743回,2009-12-07,026,2009,12,7,0,0,2,6
2743,第2744回,2009-12-08,050,2009,12,8,1,0,5,0
2744,第2745回,2009-12-09,385,2009,12,9,2,3,8,5
2745,第2746回,2009-12-10,967,2009,12,10,3,9,6,7
2746,第2747回,2009-12-11,941,2009,12,11,4,9,4,1
2747,第2748回,2009-12-14,476,2009,12,14,0,4,7,6
2748,第2749回,2009-12-15,437,2009,12,15,1,4,3,7
2749,第2750回,2009-12-16,336,2009,12,16,2,3,3,6
2750,第2751回,2009-12-17,200,2009,12,17,3,2,0,0
2751,第2752回,2009-12-18,589,2009,12,18,4,5,8,9
2752,第2753回,2009-12-21,891,2009,12,21,0,8,9,1
2753,第2754回,2009-12-22,551,2009,12,22,1,5,5,1
2754,第2755回,2009-12-23,198,2009,12,23,2,1,9,8
2755,第2756回,2009-12-24,237,2009,12,24,3,2,3,7
2756,第2757回,2009-12-25,756,2009,12,25,4,7,5,6
2757,第2758回,2009-12-28,355,2009,12,28,0,3,5,5
2758,第2759回,2009-12-29,812,2009,12,29,1,8,1,2
2759,第2760回,2009-12-30,552,2009,12,30,2,5,5,2
2760,第2761回,2010-01-04,232,2010,1,4,0,2,3,2
2761,第2762回,2010-01-05,619,2010,1,5,1,6,1,9
2762,第2763回,2010-01-06,112,2010,1,6,2,1,1,2
2763,第2764回,2010-01-07,845,2010,1,7,3,8,4,5
2764,第2765回,2010-01-08,523,2010,1,8,4,5,2,3
2765,第2766回,2010-01-11,032,2010,1,11,0,0,3,2
2766,第2767回,2010-01-12,850,2010,1,12,1,8,5,0
2767,第2768回,2010-01-13,999,2010,1,13,2,9,9,9
2768,第2769回,2010-01-14,900,2010,1,14,3,9,0,0
2769,第2770回,2010-01-15,271,2010,1,15,4,2,7,1
2770,第2771回,2010-01-18,035,2010,1,18,0,0,3,5
2771,第2772回,2010-01-19,579,2010,1,19,1,5,7,9
2772,第2773回,2010-01-20,919,2010,1,20,2,9,1,9
2773,第2774回,2010-01-21,236,2010,1,21,3,2,3,6
2774,第2775回,2010-01-22,258,2010,1,22,4,2,5,8
2775,第2776回,2010-01-25,029,2010,1,25,0,0,2,9
2776,第2777回,2010-01-26,452,2010,1,26,1,4,5,2
2777,第2778回,2010-01-27,227,2010,1,27,2,2,2,7
2778,第2779回,2010-01-28,422,2010,1,28,3,4,2,2
2779,第2780回,2010-01-29,562,2010,1,29,4,5,6,2
2780,第2781回,2010-02-01,351,2010,2,1,0,3,5,1
2781,第2782回,2010-02-02,252,2010,2,2,1,2,5,2
2782,第2783回,2010-02-03,677,2010,2,3,2,6,7,7
2783,第2784回,2010-02-04,829,2010,2,4,3,8,2,9
2784,第2785回,2010-02-05,932,2010,2,5,4,9,3,2
2785,第2786回,2010-02-08,747,2010,2,8,0,7,4,7
2786,第2787回,2010-02-09,350,2010,2,9,1,3,5,0
2787,第2788回,2010-02-10,295,2010,2,10,2,2,9,5
2788,第2789回,2010-02-11,726,2010,2,11,3,7,2,6
2789,第2790回,2010-02-12,959,2010,2,12,4,9,5,9
2790,第2791回,2010-02-15,768,2010,2,15,0,7,6,8
2791,第2792回,2010-02-16,135,2010,2,16,1,1,3,5
2792,第2793回,2010-02-17,071,2010,2,17,2,0,7,1
2793,第2794回,2010-02-18,232,2010,2,18,3,2,3,2
2794,第2795回,2010-02-19,650,2010,2,19,4,6,5,0
2795,第2796回,2010-02-22,738,2010,2,22,0,7,3,8
2796,第2797回,2010-02-23,063,2010,2,23,1,0,6,3
2797,第2798回,2010-02-24,179,2010,2,24,2,1,7,9
2798,第2799回,2010-02-25,389,2010,2,25,3,3,8,9
2799,第2800回,2010-02-26,122,2010,2,26,4,1,2,2
2800,第2801回,2010-03-01,963,2010,3,1,0,9,6,3
2801,第2802回,2010-03-02,856,2010,3,2,1,8,5,6
2802,第2803回,2010-03-03,581,2010,3,3,2,5,8,1
2803,第2804回,2010-03-04,334,2010,3,4,3,3,3,4
2804,第2805回,2010-03-05,066,2010,3,5,4,0,6,6
2805,第2806回,2010-03-08,117,2010,3,8,0,1,1,7
2806,第2807回,2010-03-09,640,2010,3,9,1,6,4,0
2807,第2808回,2010-03-10,848,2010,3,10,2,8,4,8
2808,第2809回,2010-03-11,484,2010,3,11,3,4,8,4
2809,第2810回,2010-03-12,527,2010,3,12,4,5,2,7
2810,第2811回,2010-03-15,157,2010,3,15,0,1,5,7
2811,第2812回,2010-03-16,443,2010,3,16,1,4,4,3
2812,第2813回,2010-03-17,714,2010,3,17,2,7,1,4
2813,第2814回,2010-03-18,921,2010,3,18,3,9,2,1
2814,第2815回,2010-03-19,810,2010,3,19,4,8,1,0
2815,第2816回,2010-03-22,507,2010,3,22,0,5,0,7
2816,第2817回,2010-03-23,999,2010,3,23,1,9,9,9
2817,第2818回,2010-03-24,986,2010,3,24,2,9,8,6
2818,第2819回,2010-03-25,229,2010,3,25,3,2,2,9
2819,第2820回,2010-03-26,860,2010,3,26,4,8,6,0
2820,第2821回,2010-03-29,659,2010,3,29,0,6,5,9
2821,第2822回,2010-03-30,463,2010,3,30,1,4,6,3
2822,第2823回,2010-03-31,698,2010,3,31,2,6,9,8
2823,第2824回,2010-04-01,862,2010,4,1,3,8,6,2
2824,第2825回,2010-04-02,848,2010,4,2,4,8,4,8
2825,第2826回,2010-04-05,258,2010,4,5,0,2,5,8
2826,第2827回,2010-04-06,638,2010,4,6,1,6,3,8
2827,第2828回,2010-04-07,448,2010,4,7,2,4,4,8
2828,第2829回,2010-04-08,643,2010,4,8,3,6,4,3
2829,第2830回,2010-04-09,629,2010,4,9,4,6,2,9
2830,第2831回,2010-04-12,696,2010,4,12,0,6,9,6
2831,第2832回,2010-04-13,354,2010,4,13,1,3,5,4
2832,第2833回,2010-04-14,618,2010,4,14,2,6,1,8
2833,第2834回,2010-04-15,815,2010,4,15,3,8,1,5
2834,第2835回,2010-04-16,558,2010,4,16,4,5,5,8
2835,第2836回,2010-04-19,420,2010,4,19,0,4,2,0
2836,第2837回,2010-04-20,265,2010,4,20,1,2,6,5
2837,第2838回,2010-04-21,304,2010,4,21,2,3,0,4
2838,第2839回,2010-04-22,928,2010,4,22,3,9,2,8
2839,第2840回,2010-04-23,142,2010,4,23,4,1,4,2
2840,第2841回,2010-04-26,954,2010,4,26,0,9,5,4
2841,第2842回,2010-04-27,368,2010,4,27,1,3,6,8
2842,第2843回,2010-04-28,802,2010,4,28,2,8,0,2
2843,第2844回,2010-04-29,371,2010,4,29,3,3,7,1
2844,第2845回,2010-04-30,108,2010,4,30,4,1,0,8
2845,第2846回,2010-05-03,802,2010,5,3,0,8,0,2
2846,第2847回,2010-05-04,916,2010,5,4,1,9,1,6
2847,第2848回,2010-05-05,948,2010,5,5,2,9,4,8
2848,第2849回,2010-05-06,041,2010,5,6,3,0,4,1
2849,第2850回,2010-05-07,752,2010,5,7,4,7,5,2
2850,第2851回,2010-05-10,227,2010,5,10,0,2,2,7
2851,第2852回,2010-05-11,162,2010,5,11,1,1,6,2
2852,第2853回,2010-05-12,093,2010,5,12,2,0,9,3
2853,第2854回,2010-05-13,949,2010,5,13,3,9,4,9
2854,第2855回,2010-05-14,428,2010,5,14,4,4,2,8
2855,第2856回,2010-05-17,427,2010,5,17,0,4,2,7
2856,第2857回,2010-05-18,832,2010,5,18,1,8,3,2
2857,第2858回,2010-05-19,514,2010,5,19,2,5,1,4
2858,第2859回,2010-05-20,919,2010,5,20,3,9,1,9
2859,第2860回,2010-05-21,803,2010,5,21,4,8,0,3
2860,第2861回,2010-05-24,017,2010,5,24,0,0,1,7
2861,第2862回,2010-05-25,786,2010,5,25,1,7,8,6
2862,第2863回,2010-05-26,417,2010,5,26,2,4,1,7
2863,第2864回,2010-05-27,169,2010,5,27,3,1,6,9
2864,第2865回,2010-05-28,589,2010,5,28,4,5,8,9
2865,第2866回,2010-05-31,182,2010,5,31,0,1,8,2
2866,第2867回,2010-06-01,727,2010,6,1,1,7,2,7
2867,第2868回,2010-06-02,520,2010,6,2,2,5,2,0
2868,第2869回,2010-06-03,567,2010,6,3,3,5,6,7
2869,第2870回,2010-06-04,951,2010,6,4,4,9,5,1
2870,第2871回,2010-06-07,895,2010,6,7,0,8,9,5
2871,第2872回,2010-06-08,882,2010,6,8,1,8,8,2
2872,第2873回,2010-06-09,998,2010,6,9,2,9,9,8
2873,第2874回,2010-06-10,328,2010,6,10,3,3,2,8
2874,第2875回,2010-06-11,239,2010,6,11,4,2,3,9
2875,第2876回,2010-06-14,999,2010,6,14,0,9,9,9
2876,第2877回,2010-06-15,313,2010,6,15,1,3,1,3
2877,第2878回,2010-06-16,168,2010,6,16,2,1,6,8
2878,第2879回,2010-06-17,030,2010,6,17,3,0,3,0
2879,第2880回,2010-06-18,027,2010,6,18,4,0,2,7
2880,第2881回,2010-06-21,606,2010,6,21,0,6,0,6
2881,第2882回,2010-06-22,549,2010,6,22,1,5,4,9
2882,第2883回,2010-06-23,091,2010,6,23,2,0,9,1
2883,第2884回,2010-06-24,554,2010,6,24,3,5,5,4
2884,第2885回,2010-06-25,089,2010,6,25,4,0,8,9
2885,第2886回,2010-06-28,505,2010,6,28,0,5,0,5
2886,第2887回,2010-06-29,554,2010,6,29,1,5,5,4
2887,第2888回,2010-06-30,497,2010,6,30,2,4,9,7
2888,第2889回,2010-07-01,104,2010,7,1,3,1,0,4
2889,第2890回,2010-07-02,023,2010,7,2,4,0,2,3
2890,第2891回,2010-07-05,458,2010,7,5,0,4,5,8
2891,第2892回,2010-07-06,274,2010,7,6,1,2,7,4
2892,第2893回,2010-07-07,458,2010,7,7,2,4,5,8
2893,第2894回,2010-07-08,824,2010,7,8,3,8,2,4
2894,第2895回,2010-07-09,287,2010,7,9,4,2,8,7
2895,第2896回,2010-07-12,867,2010,7,12,0,8,6,7
2896,第2897回,2010-07-13,105,2010,7,13,1,1,0,5
2897,第2898回,2010-07-14,890,2010,7,14,2,8,9,0
2898,第2899回,2010-07-15,731,2010,7,15,3,7,3,1
2899,第2900回,2010-07-16,395,2010,7,16,4,3,9,5
2900,第2901回,2010-07-19,523,2010,7,19,0,5,2,3
2901,第2902回,2010-07-20,883,2010,7,20,1,8,8,3
2902,第2903回,2010-07-21,548,2010,7,21,2,5,4,8
2903,第2904回,2010-07-22,223,2010,7,22,3,2,2,3
2904,第2905回,2010-07-23,551,2010,7,23,4,5,5,1
2905,第2906回,2010-07-26,396,2010,7,26,0,3,9,6
2906,第2907回,2010-07-27,216,2010,7,27,1,2,1,6
2907,第2908回,2010-07-28,793,2010,7,28,2,7,9,3
2908,第2909回,2010-07-29,827,2010,7,29,3,8,2,7
2909,第2910回,2010-07-30,990,2010,7,30,4,9,9,0
2910,第2911回,2010-08-02,539,2010,8,2,0,5,3,9
2911,第2912回,2010-08-03,014,2010,8,3,1,0,1,4
2912,第2913回,2010-08-04,828,2010,8,4,2,8,2,8
2913,第2914回,2010-08-05,673,2010,8,5,3,6,7,3
2914,第2915回,2010-08-06,011,2010,8,6,4,0,1,1
2915,第2916回,2010-08-09,076,2010,8,9,0,0,7,6
2916,第2917回,2010-08-10,403,2010,8,10,1,4,0,3
2917,第2918回,2010-08-11,054,2010,8,11,2,0,5,4
2918,第2919回,2010-08-12,607,2010,8,12,3,6,0,7
2919,第2920回,2010-08-13,424,2010,8,13,4,4,2,4
2920,第2921回,2010-08-16,232,2010,8,16,0,2,3,2
2921,第2922回,2010-08-17,193,2010,8,17,1,1,9,3
2922,第2923回,2010-08-18,931,2010,8,18,2,9,3,1
2923,第2924回,2010-08-19,633,2010,8,19,3,6,3,3
2924,第2925回,2010-08-20,092,2010,8,20,4,0,9,2
2925,第2926回,2010-08-23,530,2010,8,23,0,5,3,0
2926,第2927回,2010-08-24,553,2010,8,24,1,5,5,3
2927,第2928回,2010-08-25,371,2010,8,25,2,3,7,1
2928,第2929回,2010-08-26,199,2010,8,26,3,1,9,9
2929,第2930回,2010-08-27,054,2010,8,27,4,0,5,4
2930,第2931回,2010-08-30,296,2010,8,30,0,2,9,6
2931,第2932回,2010-08-31,551,2010,8,31,1,5,5,1
2932,第2933回,2010-09-01,698,2010,9,1,2,6,9,8
2933,第2934回,2010-09-02,496,2010,9,2,3,4,9,6
2934,第2935回,2010-09-03,685,2010,9,3,4,6,8,5
2935,第2936回,2010-09-06,007,2010,9,6,0,0,0,7
2936,第2937回,2010-09-07,736,2010,9,7,1,7,3,6
2937,第2938回,2010-09-08,257,2010,9,8,2,2,5,7
2938,第2939回,2010-09-09,119,2010,9,9,3,1,1,9
2939,第2940回,2010-09-10,221,2010,9,10,4,2,2,1
2940,第2941回,2010-09-13,393,2010,9,13,0,3,9,3
2941,第2942回,2010-09-14,257,2010,9,14,1,2,5,7
2942,第2943回,2010-09-15,884,2010,9,15,2,8,8,4
2943,第2944回,2010-09-16,442,2010,9,16,3,4,4,2
2944,第2945回,2010-09-17,961,2010,9,17,4,9,6,1
2945,第2946回,2010-09-20,475,2010,9,20,0,4,7,5
2946,第2947回,2010-09-21,155,2010,9,21,1,1,5,5
2947,第2948回,2010-09-22,376,2010,9,22,2,3,7,6
2948,第2949回,2010-09-23,663,2010,9,23,3,6,6,3
2949,第2950回,2010-09-24,619,2010,9,24,4,6,1,9
2950,第2951回,2010-09-27,188,2010,9,27,0,1,8,8
2951,第2952回,2010-09-28,072,2010,9,28,1,0,7,2
2952,第2953回,2010-09-29,214,2010,9,29,2,2,1,4
2953,第2954回,2010-09-30,618,2010,9,30,3,6,1,8
2954,第2955回,2010-10-01,433,2010,10,1,4,4,3,3
2955,第2956回,2010-10-04,496,2010,10,4,0,4,9,6
2956,第2957回,2010-10-05,196,2010,10,5,1,1,9,6
2957,第2958回,2010-10-06,296,2010,10,6,2,2,9,6
2958,第2959回,2010-10-07,581,2010,10,7,3,5,8,1
2959,第2960回,2010-10-08,936,2010,10,8,4,9,3,6
2960,第2961回,2010-10-11,870,2010,10,11,0,8,7,0
2961,第2962回,2010-10-12,915,2010,10,12,1,9,1,5
2962,第2963回,2010-10-13,851,2010,10,13,2,8,5,1
2963,第2964回,2010-10-14,722,2010,10,14,3,7,2,2
2964,第2965回,2010-10-15,368,2010,10,15,4,3,6,8
2965,第2966回,2010-10-18,680,2010,10,18,0,6,8,0
2966,第2967回,2010-10-19,435,2010,10,19,1,4,3,5
2967,第2968回,2010-10-20,611,2010,10,20,2,6,1,1
2968,第2969回,2010-10-21,704,2010,10,21,3,7,0,4
2969,第2970回,2010-10-22,932,2010,10,22,4,9,3,2
2970,第2971回,2010-10-25,228,2010,10,25,0,2,2,8
2971,第2972回,2010-10-26,207,2010,10,26,1,2,0,7
2972,第2973回,2010-10-27,227,2010,10,27,2,2,2,7
2973,第2974回,2010-10-28,666,2010,10,28,3,6,6,6
2974,第2975回,2010-10-29,254,2010,10,29,4,2,5,4
2975,第2976回,2010-11-01,204,2010,11,1,0,2,0,4
2976,第2977回,2010-11-02,880,2010,11,2,1,8,8,0
2977,第2978回,2010-11-03,895,2010,11,3,2,8,9,5
2978,第2979回,2010-11-04,624,2010,11,4,3,6,2,4
2979,第2980回,2010-11-05,676,2010,11,5,4,6,7,6
2980,第2981回,2010-11-08,742,2010,11,8,0,7,4,2
2981,第2982回,2010-11-09,503,2010,11,9,1,5,0,3
2982,第2983回,2010-11-10,279,2010,11,10,2,2,7,9
2983,第2984回,2010-11-11,692,2010,11,11,3,6,9,2
2984,第2985回,2010-11-12,719,2010,11,12,4,7,1,9
2985,第2986回,2010-11-15,656,2010,11,15,0,6,5,6
2986,第2987回,2010-11-16,139,2010,11,16,1,1,3,9
2987,第2988回,2010-11-17,703,2010,11,17,2,7,0,3
2988,第2989回,2010-11-18,697,2010,11,18,3,6,9,7
2989,第2990回,2010-11-19,345,2010,11,19,4,3,4,5
2990,第2991回,2010-11-22,272,2010,11,22,0,2,7,2
2991,第2992回,2010-11-23,153,2010,11,23,1,1,5,3
2992,第2993回,2010-11-24,448,2010,11,24,2,4,4,8
2993,第2994回,2010-11-25,731,2010,11,25,3,7,3,1
2994,第2995回,2010-11-26,897,2010,11,26,4,8,9,7
2995,第2996回,2010-11-29,920,2010,11,29,0,9,2,0
2996,第2997回,2010-11-30,852,2010,11,30,1,8,5,2
2997,第2998回,2010-12-01,355,2010,12,1,2,3,5,5
2998,第2999回,2010-12-02,551,2010,12,2,3,5,5,1
2999,第3000回,2010-12-03,206,2010,12,3,4,2,0,6
3000,第3001回,2010-12-06,971,2010,12,6,0,9,7,1
3001,第3002回,2010-12-07,947,2010,12,7,1,9,4,7
3002,第3003回,2010-12-08,583,2010,12,8,2,5,8,3
3003,第3004回,2010-12-09,074,2010,12,9,3,0,7,4
3004,第3005回,2010-12-10,943,2010,12,10,4,9,4,3
3005,第3006回,2010-12-13,180,2010,12,13,0,1,8,0
3006,第3007回,2010-12-14,435,2010,12,14,1,4,3,5
3007,第3008回,2010-12-15,393,2010,12,15,2,3,9,3
3008,第3009回,2010-12-16,665,2010,12,16,3,6,6,5
3009,第3010回,2010-12-17,069,2010,12,17,4,0,6,9
3010,第3011回,2010-12-20,810,2010,12,20,0,8,1,0
3011,第3012回,2010-12-21,554,2010,12,21,1,5,5,4
3012,第3013回,2010-12-22,819,2010,12,22,2,8,1,9
3013,第3014回,2010-12-23,016,2010,12,23,3,0,1,6
3014,第3015回,2010-12-24,157,2010,12,24,4,1,5,7
3015,第3016回,2010-12-27,384,2010,12,27,0,3,8,4
3016,第3017回,2010-12-28,176,2010,12,28,1,1,7,6
3017,第3018回,2010-12-29,749,2010,12,29,2,7,4,9
3018,第3019回,2010-12-30,349,2010,12,30,3,3,4,9
3019,第3020回,2011-01-04,534,2011,1,4,1,5,3,4
3020,第3021回,2011-01-05,692,2011,1,5,2,6,9,2
3021,第3022回,2011-01-06,880,2011,1,6,3,8,8,0
3022,第3023回,2011-01-07,775,2011,1,7,4,7,7,5
3023,第3024回,2011-01-10,975,2011,1,10,0,9,7,5
3024,第3025回,2011-01-11,757,2011,1,11,1,7,5,7
3025,第3026回,2011-01-12,282,2011,1,12,2,2,8,2
3026,第3027回,2011-01-13,798,2011,1,13,3,7,9,8
3027,第3028回,2011-01-14,449,2011,1,14,4,4,4,9
3028,第3029回,2011-01-17,525,2011,1,17,0,5,2,5
3029,第3030回,2011-01-18,691,2011,1,18,1,6,9,1
3030,第3031回,2011-01-19,424,2011,1,19,2,4,2,4
3031,第3032回,2011-01-20,353,2011,1,20,3,3,5,3
3032,第3033回,2011-01-21,923,2011,1,21,4,9,2,3
3033,第3034回,2011-01-24,193,2011,1,24,0,1,9,3
3034,第3035回,2011-01-25,269,2011,1,25,1,2,6,9
3035,第3036回,2011-01-26,099,2011,1,26,2,0,9,9
3036,第3037回,2011-01-27,479,2011,1,27,3,4,7,9
3037,第3038回,2011-01-28,222,2011,1,28,4,2,2,2
3038,第3039回,2011-01-31,819,2011,1,31,0,8,1,9
3039,第3040回,2011-02-01,110,2011,2,1,1,1,1,0
3040,第3041回,2011-02-02,594,2011,2,2,2,5,9,4
3041,第3042回,2011-02-03,327,2011,2,3,3,3,2,7
3042,第3043回,2011-02-04,761,2011,2,4,4,7,6,1
3043,第3044回,2011-02-07,628,2011,2,7,0,6,2,8
3044,第3045回,2011-02-08,166,2011,2,8,1,1,6,6
3045,第3046回,2011-02-09,576,2011,2,9,2,5,7,6
3046,第3047回,2011-02-10,841,2011,2,10,3,8,4,1
3047,第3048回,2011-02-11,946,2011,2,11,4,9,4,6
3048,第3049回,2011-02-14,457,2011,2,14,0,4,5,7
3049,第3050回,2011-02-15,047,2011,2,15,1,0,4,7
3050,第3051回,2011-02-16,205,2011,2,16,2,2,0,5
3051,第3052回,2011-02-17,263,2011,2,17,3,2,6,3
3052,第3053回,2011-02-18,080,2011,2,18,4,0,8,0
3053,第3054回,2011-02-21,008,2011,2,21,0,0,0,8
3054,第3055回,2011-02-22,402,2011,2,22,1,4,0,2
3055,第3056回,2011-02-23,374,2011,2,23,2,3,7,4
3056,第3057回,2011-02-24,004,2011,2,24,3,0,0,4
3057,第3058回,2011-02-25,475,2011,2,25,4,4,7,5
3058,第3059回,2011-02-28,345,2011,2,28,0,3,4,5
3059,第3060回,2011-03-01,082,2011,3,1,1,0,8,2
3060,第3061回,2011-03-02,331,2011,3,2,2,3,3,1
3061,第3062回,2011-03-03,806,2011,3,3,3,8,0,6
3062,第3063回,2011-03-04,545,2011,3,4,4,5,4,5
3063,第3064回,2011-03-07,976,2011,3,7,0,9,7,6
3064,第3065回,2011-03-08,152,2011,3,8,1,1,5,2
3065,第3066回,2011-03-09,215,2011,3,9,2,2,1,5
3066,第3067回,2011-03-10,724,2011,3,10,3,7,2,4
3067,第3068回,2011-03-11,437,2011,3,11,4,4,3,7
3068,第3069回,2011-03-14,635,2011,3,14,0,6,3,5
3069,第3070回,2011-03-15,746,2011,3,15,1,7,4,6
3070,第3071回,2011-03-16,402,2011,3,16,2,4,0,2
3071,第3072回,2011-03-17,557,2011,3,17,3,5,5,7
3072,第3073回,2011-03-18,095,2011,3,18,4,0,9,5
3073,第3074回,2011-03-21,138,2011,3,21,0,1,3,8
3074,第3075回,2011-03-22,318,2011,3,22,1,3,1,8
3075,第3076回,2011-03-23,261,2011,3,23,2,2,6,1
3076,第3077回,2011-03-24,704,2011,3,24,3,7,0,4
3077,第3078回,2011-03-25,298,2011,3,25,4,2,9,8
3078,第3079回,2011-03-28,335,2011,3,28,0,3,3,5
3079,第3080回,2011-03-29,680,2011,3,29,1,6,8,0
3080,第3081回,2011-03-30,352,2011,3,30,2,3,5,2
3081,第3082回,2011-03-31,225,2011,3,31,3,2,2,5
3082,第3083回,2011-04-01,929,2011,4,1,4,9,2,9
3083,第3084回,2011-04-04,643,2011,4,4,0,6,4,3
3084,第3085回,2011-04-05,303,2011,4,5,1,3,0,3
3085,第3086回,2011-04-06,763,2011,4,6,2,7,6,3
3086,第3087回,2011-04-07,360,2011,4,7,3,3,6,0
3087,第3088回,2011-04-08,061,2011,4,8,4,0,6,1
3088,第3089回,2011-04-11,495,2011,4,11,0,4,9,5
3089,第3090回,2011-04-12,657,2011,4,12,1,6,5,7
3090,第3091回,2011-04-13,200,2011,4,13,2,2,0,0
3091,第3092回,2011-04-14,963,2011,4,14,3,9,6,3
3092,第3093回,2011-04-15,788,2011,4,15,4,7,8,8
3093,第3094回,2011-04-18,504,2011,4,18,0,5,0,4
3094,第3095回,2011-04-19,150,2011,4,19,1,1,5,0
3095,第3096回,2011-04-20,929,2011,4,20,2,9,2,9
3096,第3097回,2011-04-21,339,2011,4,21,3,3,3,9
3097,第3098回,2011-04-22,509,2011,4,22,4,5,0,9
3098,第3099回,2011-04-25,657,2011,4,25,0,6,5,7
3099,第3100回,2011-04-26,092,2011,4,26,1,0,9,2
3100,第3101回,2011-04-27,066,2011,4,27,2,0,6,6
3101,第3102回,2011-04-28,024,2011,4,28,3,0,2,4
3102,第3103回,2011-04-29,355,2011,4,29,4,3,5,5
3103,第3104回,2011-05-02,606,2011,5,2,0,6,0,6
3104,第3105回,2011-05-03,192,2011,5,3,1,1,9,2
3105,第3106回,2011-05-04,807,2011,5,4,2,8,0,7
3106,第3107回,2011-05-05,586,2011,5,5,3,5,8,6
3107,第3108回,2011-05-06,500,2011,5,6,4,5,0,0
3108,第3109回,2011-05-09,869,2011,5,9,0,8,6,9
3109,第3110回,2011-05-10,447,2011,5,10,1,4,4,7
3110,第3111回,2011-05-11,671,2011,5,11,2,6,7,1
3111,第3112回,2011-05-12,514,2011,5,12,3,5,1,4
3112,第3113回,2011-05-13,574,2011,5,13,4,5,7,4
3113,第3114回,2011-05-16,705,2011,5,16,0,7,0,5
3114,第3115回,2011-05-17,310,2011,5,17,1,3,1,0
3115,第3116回,2011-05-18,074,2011,5,18,2,0,7,4
3116,第3117回,2011-05-19,674,2011,5,19,3,6,7,4
3117,第3118回,2011-05-20,966,2011,5,20,4,9,6,6
3118,第3119回,2011-05-23,995,2011,5,23,0,9,9,5
3119,第3120回,2011-05-24,362,2011,5,24,1,3,6,2
3120,第3121回,2011-05-25,655,2011,5,25,2,6,5,5
3121,第3122回,2011-05-26,199,2011,5,26,3,1,9,9
3122,第3123回,2011-05-27,359,2011,5,27,4,3,5,9
3123,第3124回,2011-05-30,091,2011,5,30,0,0,9,1
3124,第3125回,2011-05-31,253,2011,5,31,1,2,5,3
3125,第3126回,2011-06-01,082,2011,6,1,2,0,8,2
3126,第3127回,2011-06-02,168,2011,6,2,3,1,6,8
3127,第3128回,2011-06-03,719,2011,6,3,4,7,1,9
3128,第3129回,2011-06-06,580,2011,6,6,0,5,8,0
3129,第3130回,2011-06-07,998,2011,6,7,1,9,9,8
3130,第3131回,2011-06-08,910,2011,6,8,2,9,1,0
3131,第3132回,2011-06-09,600,2011,6,9,3,6,0,0
3132,第3133回,2011-06-10,922,2011,6,10,4,9,2,2
3133,第3134回,2011-06-13,201,2011,6,13,0,2,0,1
3134,第3135回,2011-06-14,655,2011,6,14,1,6,5,5
3135,第3136回,2011-06-15,944,2011,6,15,2,9,4,4
3136,第3137回,2011-06-16,397,2011,6,16,3,3,9,7
3137,第3138回,2011-06-17,005,2011,6,17,4,0,0,5
3138,第3139回,2011-06-20,714,2011,6,20,0,7,1,4
3139,第3140回,2011-06-21,643,2011,6,21,1,6,4,3
